ReviewID;CustomerID;ProductID;Rating;ReviewDate;ReviewText;SentimentScore;SentimentCategory;SentimentBucket
297;92;16;3;06/08/2023;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
298;41;15;4;13/06/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
299;93;13;1;01/02/2024;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
300;22;18;2;09/05/2023;Disappointed with the performance.;-0.4767;Negative;-0.49 to 0.0
301;6;7;4;30/05/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
302;64;19;5;08/10/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
303;20;10;4;25/04/2024;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
304;66;14;3;01/02/2023;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
305;87;7;4;25/08/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
306;52;8;3;19/07/2025;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
307;63;16;5;08/01/2025;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
308;90;14;5;02/04/2023;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
309;70;11;3;02/02/2023;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
310;40;1;5;30/11/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
311;52;11;4;14/11/2023;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
312;90;3;2;05/11/2023;The product arrived late.;0.0;Negative;0.0 to 0.49
313;13;3;4;14/01/2024;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
314;22;17;2;06/10/2025;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
315;32;7;4;13/06/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
316;48;4;5;15/08/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
317;15;6;3;04/08/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
318;97;4;4;15/12/2023;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
319;86;6;5;11/12/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
320;79;17;4;24/02/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
321;58;12;4;17/04/2024;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
322;76;13;4;01/12/2024;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
323;47;4;4;24/04/2023;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
324;89;5;4;08/07/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
325;78;6;4;17/04/2023;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
326;17;14;4;15/06/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
327;95;8;4;25/08/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
328;100;13;2;20/02/2024;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
329;6;9;3;07/12/2024;The quality is top-notch.;0.0;Neutral;0.0 to 0.49
330;22;14;4;18/03/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
331;68;4;5;17/08/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
332;2;10;5;06/11/2024;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
333;87;5;4;02/06/2024;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
334;70;9;5;14/04/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
335;75;14;5;12/03/2024;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
336;8;8;2;07/02/2024;The product arrived late.;0.0;Negative;0.0 to 0.49
337;32;19;3;22/05/2024;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
338;98;4;2;22/01/2023;The product arrived late.;0.0;Negative;0.0 to 0.49
339;38;2;5;11/01/2025;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
340;95;17;5;16/09/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
341;62;3;2;04/11/2024;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
342;19;4;4;15/06/2025;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
343;84;4;3;13/04/2025;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
344;21;10;3;02/11/2025;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
345;48;4;4;24/07/2024;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
346;84;15;5;27/06/2025;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
347;75;16;1;19/08/2025;Disappointed with the performance.;-0.4767;Negative;-0.49 to 0.0
348;52;13;2;05/03/2024;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
349;26;11;3;19/11/2024;I love this product, will buy again!;0.6696;Mixed Positive;0.5 to 1.0
350;57;6;3;22/08/2025;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
351;55;5;3;02/05/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
352;43;11;3;22/12/2025;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
353;36;15;5;08/09/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
354;50;18;2;03/01/2024;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
355;59;9;2;04/03/2024;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
356;86;14;1;23/11/2023;The product arrived late.;0.0;Negative;0.0 to 0.49
357;1;3;4;01/04/2024;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
358;13;15;3;20/11/2023;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
359;79;15;5;04/05/2024;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
360;33;15;5;09/09/2025;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
361;71;7;5;12/02/2024;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
362;33;11;3;11/02/2024;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
363;17;15;4;15/04/2025;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
364;46;8;5;26/04/2024;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
365;90;20;3;24/10/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
366;46;7;5;14/11/2023;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
367;96;1;3;02/07/2024;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
368;34;8;1;11/05/2025;Not satisfied, the product broke after a week.;-0.6288;Negative;-1.0 to -0.5
369;48;4;4;19/12/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
370;73;6;4;13/04/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
371;29;1;2;20/01/2024;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
372;91;6;4;10/05/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
373;92;14;1;12/07/2025;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
374;89;12;1;08/02/2023;The product stopped working after a month.;-0.2263;Negative;-0.49 to 0.0
375;73;4;5;16/12/2024;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
376;38;6;3;03/07/2023;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
377;77;4;5;29/11/2023;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
378;64;9;2;20/03/2024;The product arrived late.;0.0;Negative;0.0 to 0.49
379;62;4;5;27/01/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
380;52;4;4;23/02/2024;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
381;45;4;3;24/01/2024;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
382;38;7;4;03/09/2023;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
383;54;13;5;05/09/2024;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
384;20;3;3;04/06/2025;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
385;81;5;4;09/06/2023;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
386;86;5;3;09/04/2024;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
387;42;14;5;29/03/2025;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
388;99;1;1;10/12/2025;Disappointed with the performance.;-0.4767;Negative;-0.49 to 0.0
389;14;2;5;14/09/2024;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
390;30;10;3;22/05/2023;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
391;98;20;3;05/01/2024;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
392;93;11;5;29/06/2023;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
393;6;20;2;18/04/2024;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
394;7;4;3;19/10/2024;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
395;35;9;4;12/04/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
396;75;6;3;12/09/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
397;11;14;4;23/04/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
398;17;7;5;02/09/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
399;68;1;3;21/07/2024;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
400;42;10;3;30/06/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
401;93;18;4;13/04/2024;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
402;68;12;4;16/12/2025;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
403;53;14;3;18/06/2023;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
404;90;7;4;04/06/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
405;43;4;5;10/09/2025;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
406;11;9;5;15/12/2025;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
407;79;11;2;12/01/2023;Disappointed with the performance.;-0.4767;Negative;-0.49 to 0.0
408;17;4;5;12/12/2023;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
409;59;19;5;22/02/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
410;83;1;1;11/01/2023;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
411;32;15;3;05/03/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
412;83;7;4;10/05/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
413;60;12;5;24/08/2023;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
414;59;14;4;31/07/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
415;97;8;2;04/06/2025;Disappointed with the performance.;-0.4767;Negative;-0.49 to 0.0
416;15;17;5;19/04/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
417;9;16;3;28/11/2024;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
418;94;2;1;02/03/2025;Not satisfied, the product broke after a week.;-0.6288;Negative;-1.0 to -0.5
419;68;6;1;01/09/2025;The color was different from what was shown.;0.0;Negative;0.0 to 0.49
420;18;11;5;10/06/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
421;75;13;5;18/08/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
422;81;17;4;30/09/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
423;76;18;2;01/08/2023;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
424;53;11;4;21/03/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
425;89;6;2;04/03/2025;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
426;74;17;4;07/04/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
427;81;11;4;20/08/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
428;58;9;5;17/01/2025;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
429;71;2;4;08/06/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
430;99;9;2;03/08/2025;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
431;94;11;3;10/02/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
432;31;18;4;14/02/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
433;72;2;5;11/06/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
434;7;18;5;25/02/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
435;65;1;5;28/02/2023;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
436;11;1;4;03/01/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
437;73;4;5;24/06/2023;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
438;72;20;5;13/09/2023;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
439;67;11;3;11/11/2025;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
440;93;7;3;22/07/2023;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
441;12;6;1;03/09/2023;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
442;28;8;1;06/04/2025;The product stopped working after a month.;-0.2263;Negative;-0.49 to 0.0
443;37;13;3;19/01/2024;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
444;22;16;5;20/10/2023;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
445;25;14;3;27/05/2023;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
446;84;14;5;10/06/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
447;38;2;4;19/08/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
448;75;12;4;25/12/2025;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
449;43;14;5;10/03/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
450;92;4;5;04/08/2024;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
451;68;11;5;18/04/2023;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
452;42;19;4;28/08/2024;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
453;100;2;4;23/04/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
454;27;9;4;17/09/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
455;79;20;3;30/07/2024;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
456;2;1;2;09/01/2024;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
457;29;1;3;12/12/2024;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
458;42;20;4;05/07/2025;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
459;90;17;4;16/06/2023;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
460;92;16;4;09/08/2025;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
461;66;5;4;11/10/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
462;85;14;5;02/02/2023;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
463;5;2;3;02/11/2025;Great purchase, very satisfied.;0.8016;Mixed Positive;0.5 to 1.0
464;73;11;4;28/05/2024;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
465;43;12;1;14/12/2025;Disappointed with the performance.;-0.4767;Negative;-0.49 to 0.0
466;49;16;5;16/02/2023;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
467;29;16;3;16/07/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
468;12;12;5;09/01/2024;Excellent product, highly recommend!;0.7773;Positive;0.5 to 1.0
469;54;13;4;06/10/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
470;46;1;4;24/10/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
471;88;4;5;26/04/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
472;69;8;4;05/12/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
473;7;19;1;03/08/2024;The product arrived late.;0.0;Negative;0.0 to 0.49
474;47;20;3;31/05/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
475;74;20;4;18/04/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
476;54;10;4;12/12/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
477;91;10;4;25/04/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
478;79;6;5;23/07/2023;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
479;7;13;4;28/12/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
480;90;9;5;22/07/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
481;21;2;4;02/12/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
482;49;10;5;11/07/2025;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
483;28;20;2;29/06/2024;The product arrived late.;0.0;Negative;0.0 to 0.49
484;36;10;1;22/08/2023;The product arrived late.;0.0;Negative;0.0 to 0.49
485;66;18;5;10/06/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
486;44;3;3;20/01/2024;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
487;78;3;1;01/05/2025;I had a bad experience with this product.;-0.5423;Negative;-1.0 to -0.5
488;89;12;5;24/02/2025;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
489;15;8;4;09/11/2023;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
490;46;11;4;05/07/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
491;59;6;4;22/06/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
492;94;20;2;19/03/2025;The product is okay, but the instructions were unclear.;-0.2617;Negative;-0.49 to 0.0
493;26;2;5;16/07/2024;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
494;2;13;5;25/05/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
495;56;7;4;26/04/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
496;87;1;5;29/01/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
497;90;6;4;21/02/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
498;81;17;3;17/01/2025;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
499;72;6;4;26/08/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
500;57;9;2;20/12/2025;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
501;39;12;4;01/12/2023;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
502;5;1;2;10/11/2025;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
503;5;16;2;03/07/2024;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
504;35;8;4;18/01/2024;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
505;82;2;5;11/07/2024;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
506;80;8;2;19/10/2025;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
507;66;3;3;10/12/2024;Customer support was very helpful.;0.6997;Mixed Positive;0.5 to 1.0
508;64;14;3;19/01/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
509;5;11;5;25/05/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
510;20;6;4;05/11/2024;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
511;55;15;1;01/04/2025;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
512;11;1;3;15/01/2025;Shipping was fast and the item was well-packaged.;0.0;Neutral;0.0 to 0.49
513;21;3;5;09/11/2025;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
514;72;15;2;18/06/2023;Average experience, nothing special.;-0.3089;Negative;-0.49 to 0.0
515;89;3;3;06/12/2024;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
516;46;18;4;03/01/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
517;29;4;5;30/03/2024;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
518;17;12;4;27/04/2024;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
519;58;4;3;06/03/2023;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
520;63;1;3;24/08/2024;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
521;47;5;2;31/03/2024;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
522;8;10;1;04/08/2023;Product did not meet my expectations.;0.0;Negative;0.0 to 0.49
523;8;12;5;07/12/2023;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
524;27;4;4;01/09/2025;The quality is top-notch.;0.0;Positive;0.0 to 0.49
525;1;1;4;23/11/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
526;74;3;3;20/05/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
527;27;14;3;03/07/2024;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
528;81;16;5;09/11/2024;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
529;19;11;4;05/05/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
530;48;10;5;24/11/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
531;65;3;5;21/07/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
532;6;6;5;30/05/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
533;92;6;4;06/04/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
534;41;2;4;02/07/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
535;85;13;4;25/03/2023;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
536;33;19;2;29/12/2024;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
537;8;9;4;11/03/2023;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
538;29;16;4;12/11/2025;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
539;74;17;4;02/12/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
540;28;18;3;09/12/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
541;73;20;5;08/08/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
542;49;5;1;11/07/2023;Not satisfied, the product broke after a week.;-0.6288;Negative;-1.0 to -0.5
543;64;17;5;31/10/2023;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
544;65;6;5;29/10/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
545;45;13;4;11/06/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
546;33;1;5;14/11/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
547;28;11;1;28/05/2024;The product arrived late.;0.0;Negative;0.0 to 0.49
548;40;12;5;11/01/2023;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
549;73;15;4;06/04/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
550;51;12;3;07/10/2024;Shipping was fast and the item was well-packaged.;0.0;Neutral;0.0 to 0.49
551;45;2;3;17/04/2025;Good quality, but could be cheaper.;0.2382;Mixed Positive;0.0 to 0.49
552;68;1;4;28/07/2023;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
553;60;20;5;26/04/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
554;18;1;2;16/08/2024;The product arrived late.;0.0;Negative;0.0 to 0.49
555;69;18;5;24/11/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
556;91;6;4;04/01/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
557;55;10;3;28/07/2024;Great purchase, very satisfied.;0.8016;Mixed Positive;0.5 to 1.0
558;83;13;4;11/02/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
559;46;12;4;16/05/2024;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
560;24;6;5;08/11/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
561;6;5;1;27/02/2025;The product stopped working after a month.;-0.2263;Negative;-0.49 to 0.0
562;41;5;3;25/02/2024;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
563;86;13;4;27/02/2025;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
564;9;12;5;13/10/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
565;60;20;1;30/06/2024;Terrible customer service, would not buy again.;-0.4767;Negative;-0.49 to 0.0
566;89;10;4;15/08/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
567;78;16;5;21/02/2024;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
568;17;13;4;04/08/2024;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
569;58;9;5;17/07/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
570;50;15;4;29/04/2025;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
571;2;8;3;15/10/2024;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
572;37;16;4;23/04/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
573;57;8;4;27/04/2024;Customer support was very helpful.;0.6997;Positive;0.5 to 1.0
574;72;9;5;13/10/2025;Shipping was fast and the item was well-packaged.;0.0;Positive;0.0 to 0.49
575;93;14;5;19/09/2025;Great purchase, very satisfied.;0.8016;Positive;0.5 to 1.0
576;71;9;5;04/10/2025;Amazing value for the price.;0.7351;Positive;0.5 to 1.0
577;65;9;4;18/04/2024;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
578;32;15;5;01/08/2023;The quality is top-notch.;0.0;Positive;0.0 to 0.49
579;24;8;4;16/01/2024;Good quality, but could be cheaper.;0.2382;Positive;0.0 to 0.49
580;48;1;3;15/04/2025;Average experience, nothing special.;-0.3089;Mixed Negative;-0.49 to 0.0
581;69;18;4;19/03/2024;The quality is top-notch.;0.0;Positive;0.0 to 0.49
582;65;9;5;29/01/2023;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
583;88;8;5;03/07/2025;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
584;70;20;4;04/12/2024;Exceeded my expectations!;0.0;Positive;0.0 to 0.49
585;87;12;4;23/10/2025;I love this product, will buy again!;0.6696;Positive;0.5 to 1.0
586;7;17;2;11/04/2023;Not worth the money.;-0.1695;Negative;-0.49 to 0.0
587;31;17;3;31/08/2025;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
588;39;18;3;03/09/2025;Shipping was fast and the item was well-packaged.;0.0;Neutral;0.0 to 0.49
589;64;4;3;21/03/2024;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
590;27;4;3;13/09/2024;Not worth the money.;-0.1695;Mixed Negative;-0.49 to 0.0
591;65;12;5;29/10/2024;Five stars for the quick delivery.;0.0;Positive;0.0 to 0.49
592;100;1;3;18/01/2025;The product is okay, but the instructions were unclear.;-0.2617;Mixed Negative;-0.49 to 0.0
593;62;8;5;12/06/2025;The build quality is impressive.;0.5106;Positive;0.5 to 1.0
